INFO:     Started server process [1016]
INFO:     Waiting for application startup.
INFO:httpx:HTTP Request: POST http://localhost:8000/nodes/register "HTTP/1.1 200 OK"
INFO:node.base:[bob-2] Registered → node_id=abd2f833
INFO:node.base:[bob-2] Started  node_id=abd2f833 role=receiver
INFO:     Application startup complete.
INFO:     Uvicorn running on http://0.0.0.0:8202 (Press CTRL+C to quit)
INFO:     127.0.0.1:48446 - "POST /webhook HTTP/1.1" 200 OK
INFO:httpx:HTTP Request: POST http://localhost:8000/sessions/291971c3-bcf2-44ff-8931-9d69d918d5ef/join "HTTP/1.1 200 OK"
INFO:node.base:[bob-2] Joined session=291971c3 qkdl=http://localhost:9033
INFO:bob:[Bob] Joined session=291971c3 n_qubits=1024 qkdl=http://localhost:9033
INFO:bob:[Bob] Receive loop started session=291971c3 target=1024 qkdl=http://localhost:9033 deadline_s=8222
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
INFO:httpx:HTTP Request: GET http://localhost:9033/qubit/receive/291971c3-bcf2-44ff-8931-9d69d918d5ef "HTTP/1.1 200 OK"
